codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar
1.01.01.01.01.04.000,PERSONAL AUXILIAR ADMINISTRATIVO,"768.731,00","29.013,00","29.013,00","739.718,00","0,00","0,00","29.013,00"
1.01.01.01.01.04.002,AUXILIAR ADMINISTRATIVO I CAT 17,"348.156,00","29.013,00","29.013,00","319.143,00","0,00","0,00","29.013,00"
1.01.01.01.01.04.003,Auxiliar Administrativo X (cat10),"312.192,00","0,00","0,00","312.192,00","0,00","0,00","0,00"
1.01.01.01.01.04.004,Auxiliar Admnistrativo IX (cat9),"108.383,00","0,00","0,00","108.383,00","0,00","0,00","0,00"
1.01.01.01.01.05.001,Administrativo de Ejecucion II Cat 8,"1280.448,00","0,00","0,00","1280.448,00","0,00","0,00","0,00"
1.01.01.01.01.06.004,DOCENTE XI (CAT 11),"106.176,00","0,00","0,00","106.176,00","0,00","0,00","0,00"
1.01.01.01.01.06.005,Docente IX (cat 9),"100.596,00","8.383,00","8.383,00","92.213,00","0,00","0,00","8.383,00"
1.01.01.01.01.07.001,Tecnico I cat 18,"585.960,00","0,00","0,00","585.960,00","0,00","0,00","0,00"
1.01.01.01.01.07.002,TECNICO EJEC I CAT 8,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.01.01.01.09.000,PERS. SUPERIOR DE MAEST. Y SERVICIOS GRALES.,"3978.696,00","0,00","0,00","3978.696,00","0,00","0,00","0,00"
1.01.01.01.01.09.001,MAEST SERV GRALES.SUP I 17,"1856.832,00","0,00","0,00","1856.832,00","0,00","0,00","0,00"
1.01.01.01.01.09.002,Maestr.y Serv grales Sup XVI(16),"789.684,00","0,00","0,00","789.684,00","0,00","0,00","0,00"
1.01.01.01.01.09.003,MAEST SERV GRLES SUP V (15),"225.624,00","0,00","0,00","225.624,00","0,00","0,00","0,00"
1.01.01.01.01.09.004,Maestr.Serv Grales Suo X (10),"905.364,00","0,00","0,00","905.364,00","0,00","0,00","0,00"
1.01.01.01.01.09.005,Maestr. Serv. Grales Sup. IX,"201.192,00","0,00","0,00","201.192,00","0,00","0,00","0,00"
1.01.01.01.01.10.000,Personal de Maestranza y Serv. Grales.,"2514.900,00","0,00","0,00","2514.900,00","0,00","0,00","0,00"
1.01.01.01.01.10.001,Maestr. y Serv. Generales I (8),"2011.920,00","0,00","0,00","2011.920,00","0,00","0,00","0,00"
1.01.01.01.01.10.002,Maestr. Serv Grales II (8),"502.980,00","0,00","0,00","502.980,00","0,00","0,00","0,00"
1.01.01.01.01.11.001,Inspectores Ejec I CAT 8,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.01.01.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"13595.000,00","75.260,00","75.260,00","13519.740,00","0,00","0,00","75.260,00"
1.01.01.01.02.02.000,GASTOS DE REPRESENTACION INTEND Y SECRETARIOS,"520.000,00","75.260,00","75.260,00","444.740,00","0,00","0,00","75.260,00"
1.01.01.01.02.03.000,ANTIGUEDAD,"3600.000,00","0,00","0,00","3600.000,00","0,00","0,00","0,00"
1.01.01.01.02.04.000,TITULO,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00"
1.01.01.01.02.05.000,RESPONSABILIDAD JERARQUICA,"180.000,00","0,00","0,00","180.000,00","0,00","0,00","0,00"
1.01.01.01.02.06.000,RIESGO E INSALUBRIDAD EN LAS TAREAS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.01.01.02.07.000,SUBROGANCIA,"25.000,00","0,00","0,00","25.000,00","0,00","0,00","0,00"
1.01.01.01.02.08.000,QUEBRANTO DE CAJA,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.01.02.09.000,OTROS SUPLEMENTOS,"3000.000,00","0,00","0,00","3000.000,00","0,00","0,00","0,00"
1.01.01.01.02.10.000,ASISTENCIA PERFECTA Y PUNTUALIDAD,"3000.000,00","0,00","0,00","3000.000,00","0,00","0,00","0,00"
1.01.01.01.02.11.000,RESPONSABILIDAD TECNICA,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
1.01.01.01.02.12.000,REFRIGERIO,"700.000,00","0,00","0,00","700.000,00","0,00","0,00","0,00"
1.01.01.01.02.13.000,Adicional no remunerativo,"2000.000,00","0,00","0,00","2000.000,00","0,00","0,00","0,00"
1.01.01.01.02.14.000,Bonificacion por Jbilacion,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.01.01.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
1.01.01.01.03.01.000,AGUINALDO PERSONAL PERMANENTE,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
1.01.01.01.04.00.000,APORTE PATRONAL JUBILATORIO,"5000.000,00","297.711,65","1055.898,80","3944.101,20","758.187,15","758.187,15","297.711,65"
1.01.01.01.04.01.000,APORTE 20% P/PERSONAL PERMANENTE,"5000.000,00","297.711,65","1055.898,80","3944.101,20","758.187,15","758.187,15","297.711,65"
1.01.01.01.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"1400.000,00","186.789,70","499.207,44","900.792,56","404.101,42","404.101,42","95.106,02"
1.01.01.01.05.01.000,FONDO MEDICO ASISTENCIAL (apross),"900.000,00","92.047,02","404.464,76","495.535,24","312.417,74","312.417,74","92.047,02"
1.01.01.01.05.02.000,SEGUROS ART,"500.000,00","94.742,68","94.742,68","405.257,32","91.683,68","91.683,68","3.059,00"
1.01.01.01.06.00.000,SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.01.06.01.000,PARA PAGO DE SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.01.07.00.000,DEUDAS PERSONAL PERMANENTE,"6100.000,00","0,00","6058.674,52","41.325,48","500,00","6058.674,52","0,00"
1.01.01.01.07.01.000,DEUDAS VARIAS,"6100.000,00","0,00","6058.674,52","41.325,48","500,00","6058.674,52","0,00"
1.01.01.01.08.00.000,CAPACITACION PERSONAL,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.01.02.01.00.000,RETRIBUCIONES,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.01.02.01.01.000,PERSONAL CONTRATADO,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.01.02.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"450.000,00","0,00","0,00","450.000,00","0,00","0,00","0,00"
1.01.01.02.02.01.000,ANTIGUEDAD,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.02.02.02.000,OTROS SUPLEMENTOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.01.02.02.03.000,Adicional no Remunerativo Pers. no permanente,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
1.01.01.02.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00"
1.01.01.02.03.01.000,AGUINALDO PERSONAL NO PERMANENTE,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00"
1.01.01.02.04.00.000,APORTE PATRONAL JUBILATORIO,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
1.01.01.02.04.01.000,APORTE 20% PERSONAL NO PERMANENTE,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
1.01.01.02.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"70.000,00","0,00","3.059,00","66.941,00","3.059,00","3.059,00","0,00"
1.01.01.02.05.01.000,FONDO ASISTENCIAL(A.PRO.S.S.),"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
1.01.01.02.05.02.000,SEGUROS AL PERSONAL,"10.000,00","0,00","3.059,00","6.941,00","3.059,00","3.059,00","0,00"
1.01.01.02.06.00.000,DEUDAS PERSONAL TEMPORARIO,"200.000,00","1.455,86","174.372,33","25.627,67","3.522,86","174.372,33","0,00"
1.01.01.02.06.01.000,DEUDAS VARIAS,"200.000,00","1.455,86","174.372,33","25.627,67","3.522,86","174.372,33","0,00"
1.01.01.03.00.00.000,SALARIO FAMILIAR,"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00"
1.01.01.04.00.00.000,SERVICIOS EXTRAORDINARIOS,"400.000,00","0,00","0,00","400.000,00","0,00","0,00","0,00"
1.01.01.05.00.00.000,ASISTENCIA SOCIAL AL PERSONAL,"30.000,00","837,79","4.971,79","25.028,21","4.671,79","4.671,79","300,00"
1.01.01.06.00.00.000,CREDITO ADICIONAL P/INCREMENTOS SALARIALES,"4100.000,00","0,00","0,00","4100.000,00","0,00","0,00","0,00"
1.01.01.07.00.00.000,Credito Adicional para escalafonamiento,"957.413,00","0,00","0,00","957.413,00","0,00","0,00","0,00"
1.01.02.00.00.00.000,BIENES DE CONSUMO,"7101.000,00","144.798,62","753.898,38","6347.101,62","182.049,66","314.237,54","439.660,84"
1.01.02.01.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","198,00","198,00","49.802,00","198,00","198,00","0,00"
1.01.02.01.02.00.000,MOTONIVELADORA MUNICIPAL,"100.000,00","0,00","550,00","99.450,00","550,00","550,00","0,00"
1.01.02.01.03.00.000,CAMION FORD 14000,"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00"
1.01.02.01.04.00.000,FORD RANGER,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.01.05.00.000,FIAT FIORINO (gobierno),"40.000,00","1.600,02","1.600,02","38.399,98","300,02","300,02","1.300,00"
1.01.02.01.06.00.000,RENAULT EXPRESS (compras),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.01.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"25.000,00","0,00","0,00","25.000,00","0,00","0,00","0,00"
1.01.02.01.08.00.000,CAMION COMPACTADOR (RECOL. DE RESIDUOS),"100.000,00","0,00","2.655,00","97.345,00","2.655,00","2.655,00","0,00"
1.01.02.01.09.00.000,Tractor Hanomag,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.01.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"60.000,00","1.899,87","5.799,93","54.200,07","4.899,98","4.899,98","899,95"
1.01.02.01.11.00.000,RENAULT MASTER,"80.000,00","0,00","0,00","80.000,00","0,00","0,00","0,00"
1.01.02.01.12.00.000,CAMION SCANIA (AGUA),"80.000,00","0,00","0,00","80.000,00","0,00","0,00","0,00"
1.01.02.01.13.00.000,Renault Kangoo (espacios verdes),"30.000,00","800,21","1.400,35","28.599,65","600,14","600,14","800,21"
1.01.02.01.14.00.000,Renault Kangoo (medio ambiente),"20.000,00","799,94","799,94","19.200,06","799,94","799,94","0,00"
1.01.02.01.15.00.000,Ford F 100 (servicios publicos),"10.000,00","300,00","300,00","9.700,00","0,00","0,00","300,00"
1.01.02.01.16.00.000,otros vehiculos,"90.000,00","6.154,59","10.879,79","79.120,21","6.280,09","6.280,09","4.599,70"
1.01.02.02.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","2.435,00","2.435,00","47.565,00","0,00","0,00","2.435,00"
1.01.02.02.02.00.000,MOTONIVELADORA MUNICIPAL (2),"70.000,00","4.192,00","4.372,00","65.628,00","180,00","180,00","4.192,00"
1.01.02.02.03.00.000,CAMION FORD 14000,"50.000,00","1.625,00","6.425,00","43.575,00","6.425,00","6.425,00","0,00"
1.01.02.02.04.00.000,FORD RANGER,"80.000,00","185,00","940,00","79.060,00","940,00","940,00","0,00"
1.01.02.02.05.00.000,FIAT FIORINO (gobierno),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.06.00.000,RENAULT EXPRESS (compras),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.02.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","2.700,00","3.356,50","26.643,50","656,50","656,50","2.700,00"
1.01.02.02.08.00.000,CAMION COMPACTADOR (RECOL. RESIDUOS),"80.000,00","0,00","1.140,02","78.859,98","1.140,02","1.140,02","0,00"
1.01.02.02.09.00.000,tractor Hanomag,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.02.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"30.000,00","280,00","280,00","29.720,00","280,00","280,00","0,00"
1.01.02.02.11.00.000,RENAULT MASTER,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.12.00.000,CAMION SCANIA (agua),"20.000,00","3.938,00","13.288,00","6.712,00","13.150,00","13.150,00","138,00"
1.01.02.02.13.00.000,renault kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.14.00.000,Renault kango (mendioa ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.15.00.000,Ford F 100 (servicios publicos),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.16.00.000,Adq Repuestos Mar Espacis Verdes,"30.000,00","824,29","25.376,29","4.623,71","25.376,29","25.376,29","0,00"
1.01.02.02.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.03.01.00.000,ADMINISTRACION MUNICIPAL,"80.000,00","49.605,43","51.351,47","28.648,53","1.746,04","1.746,04","49.605,43"
1.01.02.03.02.00.000,OFICINA DE FALTAS,"7.000,00","0,00","1.323,20","5.676,80","1.323,20","1.323,20","0,00"
1.01.02.03.03.00.000,HOGAR DE DIA,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00"
1.01.02.03.04.00.000,GUARDERIA,"5.000,00","1.621,00","1.621,00","3.379,00","0,00","0,00","1.621,00"
1.01.02.03.06.00.000,SALON CULTURAL,"5.000,00","160,00","160,00","4.840,00","0,00","0,00","160,00"
1.01.02.03.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.04.01.00.000,ADMINISTRACION MUNICIPAL,"65.000,00","4.465,28","5.928,78","59.071,22","5.228,78","5.228,78","700,00"
1.01.02.04.02.00.000,OFICINA DE FALTAS,"5.000,00","400,00","919,00","4.081,00","719,00","719,00","200,00"
1.01.02.04.03.00.000,HOGAR DE DIA,"8.000,00","1.418,00","1.418,00","6.582,00","1.418,00","1.418,00","0,00"
1.01.02.04.04.00.000,GUARDERIA,"8.000,00","1.815,00","1.815,00","6.185,00","1.440,00","1.440,00","375,00"
1.01.02.04.06.00.000,SALON CULTURAL,"10.000,00","1.726,00","1.726,00","8.274,00","300,00","300,00","1.426,00"
1.01.02.04.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.05.00.00.000,MATERIALES PARA CONSERVACION,"70.000,00","2.851,02","8.686,46","61.313,54","7.455,25","7.455,25","1.231,21"
1.01.02.06.01.00.000,PALA CARGADORA MUNICIPAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.02.00.000,MOTONIVELADORA MUNICIPAL (2),"50.000,00","2.750,00","2.750,00","47.250,00","0,00","0,00","2.750,00"
1.01.02.06.03.00.000,CAMION FORD 14000,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.06.04.00.000,FORD RANGER,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.02.06.05.00.000,FIAT FIORINO (gobierno),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.06.06.00.000,RENAULT EXPRESS Y KANGOO (ESPACIOS VERDES),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.06.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.02.06.08.00.000,CAMION COMPACTADOR (RECOLEC. RESIDUOS),"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00"
1.01.02.06.09.00.000,tractor Hanomg,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.06.10.00.000,FORDS F 100 HIDROELEVADOR (ALUMBRADO),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.11.00.000,Renault MasterS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.12.00.000,CAMION SCANIA (AGUA),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.06.13.00.000,Renaul Kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.14.00.000,Reanult Kango (medio ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.15.00.000,Ford F 100 (SERVICIOS PUBLICOS),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.06.16.00.000,Cub Vehiculos espacios verdes,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.02.06.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.07.00.00.000,ADQUISICION DE MATERIALES DE CONSTRUCCION,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.08.00.00.000,ADQUIS. DE MAT. Y PROD. FARMACEUTICOS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.09.00.00.000,RACIMIENTO Y ALIMENTOS,"50.000,00","2.515,00","3.675,00","46.325,00","1.960,00","1.960,00","1.715,00"
1.01.02.10.01.00.000,DIARIOS Y REVISTAS DEL MUNICIPIO,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.10.02.00.000,PRODUCTOS DE FORRAJERIA,"3.000,00","0,00","460,00","2.540,00","460,00","460,00","0,00"
1.01.02.10.03.00.000,"INSUMOS DE MAQUINARIAS (PILAS, TANZAS, ETC)","30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.10.04.00.000,BIDONES DE AGUA,"10.000,00","2.480,00","2.480,00","7.520,00","1.365,00","1.365,00","1.115,00"
1.01.02.10.05.00.000,OTROS DE CONSUMO,"25.000,00","0,00","3.840,00","21.160,00","3.840,00","3.840,00","0,00"
1.01.02.11.00.00.000,DEUDAS DE BIENES DE CONSUMO EJERC. ANTERIOR.,"800.000,00","10.274,26","519.468,13","280.531,87","63.862,81","196.050,69","323.417,44"
1.01.02.12.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"2500.000,00","0,00","0,00","2500.000,00","0,00","0,00","0,00"
1.01.02.15.01.00.000,PERSONAL DE MAESTRANZA,"350.000,00","3.177,80","4.772,70","345.227,30","305,00","305,00","4.467,70"
1.01.02.15.02.00.000,AUXILIAR DE LIMPIEZA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.15.03.00.000,PERSONAL DE GUARDERIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.15.04.00.000,PERSONAL HOGAR DE DIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.15.06.00.000,PERSONAL DE SEGURIDAD CIUDADANA,"130.000,00","0,00","6.745,60","123.254,40","0,00","0,00","6.745,60"
1.01.02.15.07.00.000,PERSONAL DEFENSA CIVIL,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.02.15.08.00.000,Personal Espacios Verdes,"15.000,00","0,00","4.633,13","10.366,87","0,00","0,00","4.633,13"
1.01.02.15.09.00.000,PERSONAL ADMINISTRACION MUNICIPAL,"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00"
1.01.02.17.01.00.000,COMBUSTIBLES Y LUBRICANTES,"270.000,00","16.538,39","29.582,05","240.417,95","19.642,72","19.642,72","9.939,33"
1.01.02.17.02.00.000,ADQUISICION DE REPUESTOS,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.17.03.00.000,CAMARAS Y CUBIERTAS,"35.000,00","120,00","120,00","34.880,00","0,00","0,00","120,00"
1.01.02.17.04.00.000,ELEMENTOS DE CAFETERIA Y LIMPIEZA,"45.000,00","1.921,12","4.777,62","40.222,38","3.178,50","3.178,50","1.599,12"
1.01.02.17.05.00.000,"UTILES, IMPRESOS, DIGITALIZACIONES Y PAPELERI","45.000,00","4.033,12","4.033,12","40.966,88","0,00","0,00","4.033,12"
1.01.02.17.06.00.000,INSUMOS DE SEGURIDAD VIAL,"40.000,00","235,00","270,00","39.730,00","35,00","35,00","235,00"
1.01.02.17.07.00.000,VARIOS DE SEGURIDAD CIUDADANA,"30.000,00","2.628,38","2.993,38","27.006,62","2.618,38","2.618,38","375,00"
1.01.02.18.01.00.000,ALIMENTOS,"145.000,00","4.776,90","4.776,90","140.223,10","200,00","200,00","4.576,90"
1.01.02.19.01.00.000,ALIMENTOS,"280.000,00","1.355,00","1.355,00","278.645,00","100,00","100,00","1.255,00"
1.01.02.20.00.00.000,CONSUMO AREA DE AMBIENTE,"30.000,00","0,00","421,00","29.579,00","421,00","421,00","0,00"
1.01.02.21.01.00.000,Combustible defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.02.21.02.00.000,Respuestos Defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.02.21.03.00.000,Insumos Defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.02.21.04.00.000,Adq cubiertas y camaras defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.02.21.05.00.000,varios defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1.01.03.00.00.00.000,SERVICIOS,"20166.000,00","551.386,83","2946.270,40","17219.729,60","1135.135,84","1462.145,17","1484.125,23"
1.01.03.01.01.00.000,EDIFICIO MUNICIPAL,"43.000,00","0,00","0,00","43.000,00","0,00","0,00","0,00"
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","595,00","1.065,00","8.935,00","640,00","640,00","425,00"
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","2.977,77","5.102,07","31.897,93","3.741,20","3.741,20","1.360,87"
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","4.500,00","4.500,00","31.500,00","0,00","0,00","4.500,00"
