codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar
1.01.01.01.01.01.015,Asesora Letrada,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00"
1.01.01.01.01.02.000,personal jerarquico,"1206.792,00","0,00","0,00","1206.792,00","0,00","0,00","0,00"
1.01.01.01.01.02.001,CAPATAZ GENERAL             (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.002,JEFE DE DEP OBRAS PRIV CAT  (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.003,JEFE DEPARTAMENTO 24,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.004,JEFE DEPSRTAMENTO RENTAS Y TESORERIA 24,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.005,Jefe de Departamento Seguridad Ciudadana,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.006,JEFE Departamento - Contaduria (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.007,JEFE de Departamento Registro Civil (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
1.01.01.01.01.02.008,JEFE de Seccion II - Coordinacion (22),"119.100,00","0,00","0,00","119.100,00","0,00","0,00","0,00"
1.01.01.01.01.02.009,JEFE DE SECCION I RENTAS 22,"119.100,00","0,00","0,00","119.100,00","0,00","0,00","0,00"
1.01.01.01.01.02.011,Jefe de seccion administrativo 21,"118.092,00","0,00","0,00","118.092,00","0,00","0,00","0,00"
1.01.01.01.01.03.000,PERSONAL SUPERIOR ADMINISTRATIVO,"234.312,00","0,00","0,00","234.312,00","0,00","0,00","0,00"
1.01.01.01.01.03.001,ADMINISTRATIVO SUPERIOR I   (20),"117.120,00","0,00","0,00","117.120,00","0,00","0,00","0,00"
1.01.01.01.01.03.002,Administrativo superior III (18),"117.192,00","0,00","0,00","117.192,00","0,00","0,00","0,00"
1.01.01.01.01.04.000,PERSONAL AUXILIAR ADMINISTRATIVO,"668.731,00","0,00","0,00","668.731,00","0,00","0,00","0,00"
1.01.01.01.01.04.002,AUXILIAR ADMINISTRATIVO I CAT 17,"348.156,00","0,00","0,00","348.156,00","0,00","0,00","0,00"
1.01.01.01.01.04.003,Auxiliar Administrativo X (cat10),"312.192,00","0,00","0,00","312.192,00","0,00","0,00","0,00"
1.01.01.01.01.04.004,Auxiliar Admnistrativo IX (cat9),"8.383,00","0,00","0,00","8.383,00","0,00","0,00","0,00"
1.01.01.01.01.05.001,Administrativo de Ejecucion II Cat 8,"1280.448,00","0,00","0,00","1280.448,00","0,00","0,00","0,00"
1.01.01.01.01.06.004,DOCENTE XI (CAT 11),"106.176,00","0,00","0,00","106.176,00","0,00","0,00","0,00"
1.01.01.01.01.06.005,Docente IX (cat 9),"100.596,00","0,00","0,00","100.596,00","0,00","0,00","0,00"
1.01.01.01.01.07.001,Tecnico I cat 18,"585.960,00","0,00","0,00","585.960,00","0,00","0,00","0,00"
1.01.01.01.01.09.000,PERS. SUPERIOR DE MAEST. Y SERVICIOS GRALES.,"3978.696,00","0,00","0,00","3978.696,00","0,00","0,00","0,00"
1.01.01.01.01.09.001,MAEST SERV GRALES.SUP I 17,"1856.832,00","0,00","0,00","1856.832,00","0,00","0,00","0,00"
1.01.01.01.01.09.002,Maestr.y Serv grales Sup XVI(16),"789.684,00","0,00","0,00","789.684,00","0,00","0,00","0,00"
1.01.01.01.01.09.003,MAEST SERV GRLES SUP V (15),"225.624,00","0,00","0,00","225.624,00","0,00","0,00","0,00"
1.01.01.01.01.09.004,Maestr.Serv Grales Suo X (10),"905.364,00","0,00","0,00","905.364,00","0,00","0,00","0,00"
1.01.01.01.01.09.005,Maestr. Serv. Grales Sup. IX,"201.192,00","0,00","0,00","201.192,00","0,00","0,00","0,00"
1.01.01.01.01.10.000,Personal de Maestranza y Serv. Grales.,"2514.900,00","0,00","0,00","2514.900,00","0,00","0,00","0,00"
1.01.01.01.01.10.001,Maestr. y Serv. Generales I (8),"2011.920,00","0,00","0,00","2011.920,00","0,00","0,00","0,00"
1.01.01.01.01.10.002,Maestr. Serv Grales II (8),"502.980,00","0,00","0,00","502.980,00","0,00","0,00","0,00"
1.01.01.01.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"13595.000,00","0,00","0,00","13595.000,00","0,00","0,00","0,00"
1.01.01.01.02.02.000,GASTOS DE REPRESENTACION INTEND Y SECRETARIOS,"520.000,00","0,00","0,00","520.000,00","0,00","0,00","0,00"
1.01.01.01.02.03.000,ANTIGUEDAD,"3600.000,00","0,00","0,00","3600.000,00","0,00","0,00","0,00"
1.01.01.01.02.04.000,TITULO,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00"
1.01.01.01.02.05.000,RESPONSABILIDAD JERARQUICA,"180.000,00","0,00","0,00","180.000,00","0,00","0,00","0,00"
1.01.01.01.02.06.000,RIESGO E INSALUBRIDAD EN LAS TAREAS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.01.01.02.07.000,SUBROGANCIA,"25.000,00","0,00","0,00","25.000,00","0,00","0,00","0,00"
1.01.01.01.02.08.000,QUEBRANTO DE CAJA,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.01.02.09.000,OTROS SUPLEMENTOS,"3000.000,00","0,00","0,00","3000.000,00","0,00","0,00","0,00"
1.01.01.01.02.10.000,ASISTENCIA PERFECTA Y PUNTUALIDAD,"3000.000,00","0,00","0,00","3000.000,00","0,00","0,00","0,00"
1.01.01.01.02.11.000,RESPONSABILIDAD TECNICA,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
1.01.01.01.02.12.000,REFRIGERIO,"700.000,00","0,00","0,00","700.000,00","0,00","0,00","0,00"
1.01.01.01.02.13.000,Adicional no remunerativo,"2000.000,00","0,00","0,00","2000.000,00","0,00","0,00","0,00"
1.01.01.01.02.14.000,Bonificacion por Jbilacion,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.01.01.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
1.01.01.01.03.01.000,AGUINALDO PERSONAL PERMANENTE,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
1.01.01.01.04.00.000,APORTE PATRONAL JUBILATORIO,"5000.000,00","758.187,15","758.187,15","4241.812,85","0,00","0,00","758.187,15"
1.01.01.01.04.01.000,APORTE 20% P/PERSONAL PERMANENTE,"5000.000,00","758.187,15","758.187,15","4241.812,85","0,00","0,00","758.187,15"
1.01.01.01.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"1400.000,00","312.417,74","312.417,74","1087.582,26","0,00","0,00","312.417,74"
1.01.01.01.05.01.000,FONDO MEDICO ASISTENCIAL (apross),"900.000,00","312.417,74","312.417,74","587.582,26","0,00","0,00","312.417,74"
1.01.01.01.05.02.000,SEGUROS ART,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.01.01.06.00.000,SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.01.06.01.000,PARA PAGO DE SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.01.07.00.000,DEUDAS PERSONAL PERMANENTE,"6100.000,00","6058.674,52","6058.674,52","41.325,48","6058.174,52","6058.174,52","500,00"
1.01.01.01.07.01.000,DEUDAS VARIAS,"6100.000,00","6058.674,52","6058.674,52","41.325,48","6058.174,52","6058.174,52","500,00"
1.01.01.01.08.00.000,CAPACITACION PERSONAL,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.01.02.01.00.000,RETRIBUCIONES,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.01.02.01.01.000,PERSONAL CONTRATADO,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.01.02.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"450.000,00","0,00","0,00","450.000,00","0,00","0,00","0,00"
1.01.01.02.02.01.000,ANTIGUEDAD,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.01.02.02.02.000,OTROS SUPLEMENTOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.01.02.02.03.000,Adicional no Remunerativo Pers. no permanente,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
1.01.01.02.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00"
1.01.01.02.03.01.000,AGUINALDO PERSONAL NO PERMANENTE,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00"
1.01.01.02.04.00.000,APORTE PATRONAL JUBILATORIO,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
1.01.01.02.04.01.000,APORTE 20% PERSONAL NO PERMANENTE,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
1.01.01.02.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"70.000,00","3.059,00","3.059,00","66.941,00","0,00","0,00","3.059,00"
1.01.01.02.05.01.000,FONDO ASISTENCIAL(A.PRO.S.S.),"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
1.01.01.02.05.02.000,SEGUROS AL PERSONAL,"10.000,00","3.059,00","3.059,00","6.941,00","0,00","0,00","3.059,00"
1.01.01.02.06.00.000,DEUDAS PERSONAL TEMPORARIO,"200.000,00","172.916,47","172.916,47","27.083,53","170.849,47","170.849,47","2.067,00"
1.01.01.02.06.01.000,DEUDAS VARIAS,"200.000,00","172.916,47","172.916,47","27.083,53","170.849,47","170.849,47","2.067,00"
1.01.01.03.00.00.000,SALARIO FAMILIAR,"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00"
1.01.01.04.00.00.000,SERVICIOS EXTRAORDINARIOS,"400.000,00","0,00","0,00","400.000,00","0,00","0,00","0,00"
1.01.01.05.00.00.000,ASISTENCIA SOCIAL AL PERSONAL,"30.000,00","4.134,00","4.134,00","25.866,00","0,00","0,00","4.134,00"
1.01.01.06.00.00.000,CREDITO ADICIONAL P/INCREMENTOS SALARIALES,"4200.000,00","0,00","0,00","4200.000,00","0,00","0,00","0,00"
1.01.01.07.00.00.000,Credito Adicional para escalafonamiento,"957.413,00","0,00","0,00","957.413,00","0,00","0,00","0,00"
1.01.02.00.00.00.000,BIENES DE CONSUMO,"7101.000,00","609.099,76","609.099,76","6491.900,24","132.187,88","132.187,88","476.911,88"
1.01.02.01.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.02.01.02.00.000,MOTONIVELADORA MUNICIPAL,"100.000,00","550,00","550,00","99.450,00","0,00","0,00","550,00"
1.01.02.01.03.00.000,CAMION FORD 14000,"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00"
1.01.02.01.04.00.000,FORD RANGER,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.01.05.00.000,FIAT FIORINO (gobierno),"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.01.06.00.000,RENAULT EXPRESS (compras),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.01.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"25.000,00","0,00","0,00","25.000,00","0,00","0,00","0,00"
1.01.02.01.08.00.000,CAMION COMPACTADOR (RECOL. DE RESIDUOS),"100.000,00","2.655,00","2.655,00","97.345,00","0,00","0,00","2.655,00"
1.01.02.01.09.00.000,Tractor Hanomag,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.01.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"60.000,00","3.900,06","3.900,06","56.099,94","0,00","0,00","3.900,06"
1.01.02.01.11.00.000,RENAULT MASTER,"80.000,00","0,00","0,00","80.000,00","0,00","0,00","0,00"
1.01.02.01.12.00.000,CAMION SCANIA (AGUA),"80.000,00","0,00","0,00","80.000,00","0,00","0,00","0,00"
1.01.02.01.13.00.000,Renault Kangoo (espacios verdes),"30.000,00","600,14","600,14","29.399,86","0,00","0,00","600,14"
1.01.02.01.14.00.000,Renault Kangoo (medio ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.01.15.00.000,Ford F 100 (servicios publicos),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.01.16.00.000,otros vehiculos,"90.000,00","4.725,20","4.725,20","85.274,80","0,00","0,00","4.725,20"
1.01.02.02.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.02.02.02.00.000,MOTONIVELADORA MUNICIPAL (2),"70.000,00","180,00","180,00","69.820,00","0,00","0,00","180,00"
1.01.02.02.03.00.000,CAMION FORD 14000,"50.000,00","4.800,00","4.800,00","45.200,00","0,00","0,00","4.800,00"
1.01.02.02.04.00.000,FORD RANGER,"80.000,00","755,00","755,00","79.245,00","0,00","0,00","755,00"
1.01.02.02.05.00.000,FIAT FIORINO (gobierno),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.06.00.000,RENAULT EXPRESS (compras),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.02.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","656,50","656,50","29.343,50","0,00","0,00","656,50"
1.01.02.02.08.00.000,CAMION COMPACTADOR (RECOL. RESIDUOS),"80.000,00","1.140,02","1.140,02","78.859,98","0,00","0,00","1.140,02"
1.01.02.02.09.00.000,tractor Hanomag,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.02.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.02.11.00.000,RENAULT MASTER,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.12.00.000,CAMION SCANIA (agua),"20.000,00","9.350,00","9.350,00","10.650,00","0,00","0,00","9.350,00"
1.01.02.02.13.00.000,renault kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.14.00.000,Renault kango (mendioa ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.15.00.000,Ford F 100 (servicios publicos),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.02.16.00.000,Adq Repuestos Mar Espacis Verdes,"30.000,00","24.552,00","24.552,00","5.448,00","0,00","0,00","24.552,00"
1.01.02.02.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.03.01.00.000,ADMINISTRACION MUNICIPAL,"80.000,00","1.746,04","1.746,04","78.253,96","0,00","0,00","1.746,04"
1.01.02.03.02.00.000,OFICINA DE FALTAS,"7.000,00","1.323,20","1.323,20","5.676,80","0,00","0,00","1.323,20"
1.01.02.03.03.00.000,HOGAR DE DIA,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00"
1.01.02.03.04.00.000,GUARDERIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.03.06.00.000,SALON CULTURAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.03.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.04.01.00.000,ADMINISTRACION MUNICIPAL,"65.000,00","1.463,50","1.463,50","63.536,50","0,00","0,00","1.463,50"
1.01.02.04.02.00.000,OFICINA DE FALTAS,"5.000,00","519,00","519,00","4.481,00","0,00","0,00","519,00"
1.01.02.04.03.00.000,HOGAR DE DIA,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00"
1.01.02.04.04.00.000,GUARDERIA,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00"
1.01.02.04.06.00.000,SALON CULTURAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.04.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.05.00.00.000,MATERIALES PARA CONSERVACION,"70.000,00","5.835,44","5.835,44","64.164,56","0,00","0,00","5.835,44"
1.01.02.06.01.00.000,PALA CARGADORA MUNICIPAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.02.00.000,MOTONIVELADORA MUNICIPAL (2),"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.01.02.06.03.00.000,CAMION FORD 14000,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.06.04.00.000,FORD RANGER,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.02.06.05.00.000,FIAT FIORINO (gobierno),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.06.06.00.000,RENAULT EXPRESS Y KANGOO (ESPACIOS VERDES),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.06.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.02.06.08.00.000,CAMION COMPACTADOR (RECOLEC. RESIDUOS),"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00"
1.01.02.06.09.00.000,tractor Hanomg,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.06.10.00.000,FORDS F 100 HIDROELEVADOR (ALUMBRADO),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.11.00.000,Renault MasterS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.12.00.000,CAMION SCANIA (AGUA),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.06.13.00.000,Renaul Kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.14.00.000,Reanult Kango (medio ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.06.15.00.000,Ford F 100 (SERVICIOS PUBLICOS),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.06.16.00.000,Cub Vehiculos espacios verdes,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.02.06.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.07.00.00.000,ADQUISICION DE MATERIALES DE CONSTRUCCION,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.08.00.00.000,ADQUIS. DE MAT. Y PROD. FARMACEUTICOS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.09.00.00.000,RACIMIENTO Y ALIMENTOS,"50.000,00","1.160,00","1.160,00","48.840,00","0,00","0,00","1.160,00"
1.01.02.10.01.00.000,DIARIOS Y REVISTAS DEL MUNICIPIO,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.02.10.02.00.000,PRODUCTOS DE FORRAJERIA,"3.000,00","460,00","460,00","2.540,00","0,00","0,00","460,00"
1.01.02.10.03.00.000,"INSUMOS DE MAQUINARIAS (PILAS, TANZAS, ETC)","30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.02.10.04.00.000,BIDONES DE AGUA,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.02.10.05.00.000,OTROS DE CONSUMO,"25.000,00","3.840,00","3.840,00","21.160,00","0,00","0,00","3.840,00"
1.01.02.11.00.00.000,DEUDAS DE BIENES DE CONSUMO EJERC. ANTERIOR.,"800.000,00","509.193,87","509.193,87","290.806,13","132.187,88","132.187,88","377.005,99"
1.01.02.12.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"2500.000,00","0,00","0,00","2500.000,00","0,00","0,00","0,00"
1.01.02.15.01.00.000,PERSONAL DE MAESTRANZA,"350.000,00","1.594,90","1.594,90","348.405,10","0,00","0,00","1.594,90"
1.01.02.15.02.00.000,AUXILIAR DE LIMPIEZA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.15.03.00.000,PERSONAL DE GUARDERIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.15.04.00.000,PERSONAL HOGAR DE DIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.02.15.06.00.000,PERSONAL DE SEGURIDAD CIUDADANA,"130.000,00","6.745,60","6.745,60","123.254,40","0,00","0,00","6.745,60"
1.01.02.15.07.00.000,PERSONAL DEFENSA CIVIL,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.02.15.08.00.000,Personal Espacios Verdes,"15.000,00","4.633,13","4.633,13","10.366,87","0,00","0,00","4.633,13"
1.01.02.15.09.00.000,PERSONAL ADMINISTRACION MUNICIPAL,"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00"
1.01.02.17.01.00.000,COMBUSTIBLES Y LUBRICANTES,"270.000,00","13.043,66","13.043,66","256.956,34","0,00","0,00","13.043,66"
1.01.02.17.02.00.000,ADQUISICION DE REPUESTOS,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
1.01.02.17.03.00.000,CAMARAS Y CUBIERTAS,"35.000,00","0,00","0,00","35.000,00","0,00","0,00","0,00"
1.01.02.17.04.00.000,ELEMENTOS DE CAFETERIA Y LIMPIEZA,"45.000,00","2.856,50","2.856,50","42.143,50","0,00","0,00","2.856,50"
1.01.02.17.05.00.000,"UTILES, IMPRESOS, DIGITALIZACIONES Y PAPELERI","45.000,00","0,00","0,00","45.000,00","0,00","0,00","0,00"
1.01.02.17.06.00.000,INSUMOS DE SEGURIDAD VIAL,"40.000,00","35,00","35,00","39.965,00","0,00","0,00","35,00"
1.01.02.17.07.00.000,VARIOS DE SEGURIDAD CIUDADANA,"30.000,00","365,00","365,00","29.635,00","0,00","0,00","365,00"
1.01.02.18.01.00.000,ALIMENTOS,"145.000,00","0,00","0,00","145.000,00","0,00","0,00","0,00"
1.01.02.19.01.00.000,ALIMENTOS,"280.000,00","0,00","0,00","280.000,00","0,00","0,00","0,00"
1.01.02.20.00.00.000,CONSUMO AREA DE AMBIENTE,"30.000,00","421,00","421,00","29.579,00","0,00","0,00","421,00"
1.01.03.00.00.00.000,SERVICIOS,"20166.000,00","2394.883,57","2394.883,57","17771.116,43","327.009,33","327.009,33","2067.874,24"
1.01.03.01.01.00.000,EDIFICIO MUNICIPAL,"43.000,00","0,00","0,00","43.000,00","0,00","0,00","0,00"
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","470,00","470,00","9.530,00","0,00","0,00","470,00"
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","2.124,30","2.124,30","34.875,70","0,00","0,00","2.124,30"
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","0,00","0,00","36.000,00","0,00","0,00","0,00"
1.01.03.02.05.00.000,VARIOS,"29.000,00","0,00","0,00","29.000,00","0,00","0,00","0,00"
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","4.496,00","4.496,00","745.504,00","0,00","0,00","4.496,00"
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00"
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","0,00","0,00","145.000,00","0,00","0,00","0,00"
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","41.182,00","41.182,00","773.818,00","0,00","0,00","41.182,00"
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","31.813,00","31.813,00","368.187,00","0,00","0,00","31.813,00"
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","31.461,20","31.461,20","468.538,80","5.390,00","5.390,00","26.071,20"
